
                             RF1_desl_1e6_rsd_  RF1_desl_1e6_rsd_  U1_desl_1e6_rsd_m                                      
                  X            meio_PrendeSet      meio_PuxaSet       eio_PuxaSet          desl ie            desl ke     
              815.021E-03          1.40456E+03       -1.4034E+03       -55.1126E-03        38.7006            17.6092E-06 
              816.266E-03          1.40456E+03       -1.40322E+03      -55.1126E-03             NoValue            NoValue
              817.51E-03           1.40455E+03       -1.40306E+03      -55.1126E-03             NoValue            NoValue
              818.754E-03          1.40452E+03       -1.40291E+03      -55.1126E-03             NoValue            NoValue
              820.024E-03          1.4045E+03        -1.40278E+03      -55.1126E-03        38.7006            11.3985E-06 
              821.268E-03          1.40447E+03       -1.40267E+03      -55.1126E-03             NoValue            NoValue
              822.512E-03          1.40445E+03       -1.40256E+03      -55.1126E-03             NoValue            NoValue
              823.756E-03          1.40445E+03       -1.40248E+03      -55.1126E-03             NoValue            NoValue
              825.E-03             1.40446E+03       -1.4024E+03       -55.1126E-03        38.7006             3.4157E-06 
              826.27E-03           1.40449E+03       -1.40234E+03      -55.1126E-03             NoValue            NoValue
              827.514E-03          1.40454E+03       -1.40229E+03      -55.1126E-03             NoValue            NoValue
              828.758E-03          1.4046E+03        -1.40225E+03      -55.1126E-03             NoValue            NoValue
              830.003E-03          1.40467E+03       -1.40222E+03      -55.1126E-03        38.7006           775.961E-09  
              831.272E-03          1.40475E+03       -1.40222E+03      -55.1126E-03             NoValue            NoValue
              832.516E-03          1.40483E+03       -1.40224E+03      -55.1126E-03             NoValue            NoValue
              833.76E-03           1.40492E+03       -1.40229E+03      -55.1126E-03             NoValue            NoValue
              835.005E-03          1.405E+03         -1.40237E+03      -55.1126E-03        38.7006             4.16128E-06
              836.274E-03          1.40508E+03       -1.40247E+03      -55.1126E-03             NoValue            NoValue
              837.518E-03          1.40514E+03       -1.40261E+03      -55.1126E-03             NoValue            NoValue
              838.763E-03          1.40519E+03       -1.40275E+03      -55.1126E-03             NoValue            NoValue
              840.007E-03          1.40522E+03       -1.40292E+03      -55.1126E-03        38.7006             9.28269E-06
              841.251E-03          1.40522E+03       -1.4031E+03       -55.1126E-03             NoValue            NoValue
              842.521E-03          1.4052E+03        -1.40329E+03      -55.1126E-03             NoValue            NoValue
              843.765E-03          1.40515E+03       -1.40348E+03      -55.1126E-03             NoValue            NoValue
              845.009E-03          1.40507E+03       -1.40367E+03      -55.1126E-03        38.7006            13.7653E-06 
              846.253E-03          1.40496E+03       -1.40385E+03      -55.1126E-03             NoValue            NoValue
              847.523E-03          1.40482E+03       -1.40403E+03      -55.1126E-03             NoValue            NoValue
              848.767E-03          1.40467E+03       -1.40418E+03      -55.1126E-03             NoValue            NoValue
              850.011E-03          1.40449E+03       -1.40432E+03      -55.1126E-03        38.7006            17.0133E-06 
              851.255E-03          1.40431E+03       -1.40443E+03      -55.1126E-03             NoValue            NoValue
              852.525E-03          1.40411E+03       -1.40452E+03      -55.1126E-03             NoValue            NoValue
              853.769E-03          1.40391E+03       -1.40458E+03      -55.1126E-03             NoValue            NoValue
              855.013E-03          1.40371E+03       -1.40462E+03      -55.1126E-03        38.7006            17.7811E-06 
              856.257E-03          1.40351E+03       -1.40465E+03      -55.1126E-03             NoValue            NoValue
              857.502E-03          1.40332E+03       -1.40465E+03      -55.1126E-03             NoValue            NoValue
              858.771E-03          1.40314E+03       -1.40465E+03      -55.1126E-03             NoValue            NoValue
              860.015E-03          1.40297E+03       -1.40463E+03      -55.1126E-03        38.7006            13.9037E-06 
              861.26E-03           1.40283E+03       -1.40461E+03      -55.1126E-03             NoValue            NoValue
              862.504E-03          1.4027E+03        -1.40459E+03      -55.1126E-03             NoValue            NoValue
              863.773E-03          1.40258E+03       -1.40457E+03      -55.1126E-03             NoValue            NoValue
              865.018E-03          1.40249E+03       -1.40455E+03      -55.1126E-03        38.7006             6.037E-06  
              866.262E-03          1.40241E+03       -1.40453E+03      -55.1126E-03             NoValue            NoValue
              867.506E-03          1.40234E+03       -1.40453E+03      -55.1126E-03             NoValue            NoValue
              868.75E-03           1.4023E+03        -1.40453E+03      -55.1126E-03             NoValue            NoValue
              870.02E-03           1.40226E+03       -1.40456E+03      -55.1126E-03        38.7006           599.292E-09  
              871.264E-03          1.40225E+03       -1.4046E+03       -55.1126E-03             NoValue            NoValue
              872.508E-03          1.40225E+03       -1.40465E+03      -55.1126E-03             NoValue            NoValue
              873.752E-03          1.40227E+03       -1.40471E+03      -55.1126E-03             NoValue            NoValue
              875.022E-03          1.40231E+03       -1.40479E+03      -55.1126E-03        38.7006             2.23981E-06
              876.266E-03          1.40236E+03       -1.40487E+03      -55.1126E-03             NoValue            NoValue
              877.51E-03           1.40244E+03       -1.40495E+03      -55.1126E-03             NoValue            NoValue
              878.754E-03          1.40254E+03       -1.40502E+03      -55.1126E-03             NoValue            NoValue
              880.024E-03          1.40266E+03       -1.40507E+03      -55.1126E-03        38.7006             7.79108E-06
              881.268E-03          1.4028E+03        -1.40511E+03      -55.1126E-03             NoValue            NoValue
              882.512E-03          1.40295E+03       -1.40512E+03      -55.1126E-03             NoValue            NoValue
              883.757E-03          1.40312E+03       -1.40512E+03      -55.1126E-03             NoValue            NoValue
              885.001E-03          1.40331E+03       -1.40509E+03      -55.1126E-03        38.7006            12.8172E-06 
              886.27E-03           1.40351E+03       -1.40504E+03      -55.1126E-03             NoValue            NoValue
              887.514E-03          1.4037E+03        -1.40497E+03      -55.1126E-03             NoValue            NoValue
              888.759E-03          1.4039E+03        -1.40487E+03      -55.1126E-03             NoValue            NoValue
              890.003E-03          1.40408E+03       -1.40474E+03      -55.1126E-03        38.7006            16.183E-06  
              891.272E-03          1.40425E+03       -1.40459E+03      -55.1126E-03             NoValue            NoValue
              892.517E-03          1.4044E+03        -1.40442E+03      -55.1126E-03             NoValue            NoValue
              893.761E-03          1.40453E+03       -1.40423E+03      -55.1126E-03             NoValue            NoValue
              895.005E-03          1.40462E+03       -1.40404E+03      -55.1126E-03        38.7006            17.4525E-06 
              896.275E-03          1.4047E+03        -1.40383E+03      -55.1126E-03             NoValue            NoValue
              897.519E-03          1.40475E+03       -1.40363E+03      -55.1126E-03             NoValue            NoValue
              898.763E-03          1.40477E+03       -1.40344E+03      -55.1126E-03             NoValue            NoValue
              900.007E-03          1.40477E+03       -1.40326E+03      -55.1126E-03        38.7006            15.3373E-06 
              901.251E-03          1.40476E+03       -1.40308E+03      -55.1126E-03             NoValue            NoValue
              902.521E-03          1.40473E+03       -1.40292E+03      -55.1126E-03             NoValue            NoValue
              903.765E-03          1.4047E+03        -1.40277E+03      -55.1126E-03             NoValue            NoValue
              905.009E-03          1.40466E+03       -1.40263E+03      -55.1126E-03        38.7006             8.93905E-06
              906.253E-03          1.40463E+03       -1.40252E+03      -55.1126E-03             NoValue            NoValue
              907.523E-03          1.4046E+03        -1.40242E+03      -55.1126E-03             NoValue            NoValue
              908.767E-03          1.40458E+03       -1.40234E+03      -55.1126E-03             NoValue            NoValue
              910.011E-03          1.40457E+03       -1.40228E+03      -55.1126E-03        38.7006             1.84707E-06
              911.256E-03          1.40457E+03       -1.40225E+03      -55.1126E-03             NoValue            NoValue
              912.525E-03          1.40458E+03       -1.40224E+03      -55.1126E-03             NoValue            NoValue
              913.769E-03          1.40461E+03       -1.40225E+03      -55.1126E-03             NoValue            NoValue
              915.014E-03          1.40465E+03       -1.40227E+03      -55.1126E-03        38.7006           575.289E-09  
              916.258E-03          1.4047E+03        -1.40231E+03      -55.1126E-03             NoValue            NoValue
              917.502E-03          1.40475E+03       -1.40236E+03      -55.1126E-03             NoValue            NoValue
              918.771E-03          1.40481E+03       -1.40243E+03      -55.1126E-03             NoValue            NoValue
              920.016E-03          1.40487E+03       -1.40251E+03      -55.1126E-03        38.7006             5.65839E-06
              921.26E-03           1.40493E+03       -1.4026E+03       -55.1126E-03             NoValue            NoValue
              922.504E-03          1.40497E+03       -1.40272E+03      -55.1126E-03             NoValue            NoValue
              923.774E-03          1.40501E+03       -1.40287E+03      -55.1126E-03             NoValue            NoValue
              925.018E-03          1.40503E+03       -1.40302E+03      -55.1126E-03        38.7006            11.7003E-06 
              926.262E-03          1.40502E+03       -1.4032E+03       -55.1126E-03             NoValue            NoValue
              927.506E-03          1.405E+03         -1.40338E+03      -55.1126E-03             NoValue            NoValue
              928.75E-03           1.40495E+03       -1.40357E+03      -55.1126E-03             NoValue            NoValue
              930.02E-03           1.40487E+03       -1.40376E+03      -55.1126E-03        38.7006            15.5498E-06 
              931.264E-03          1.40477E+03       -1.40395E+03      -55.1126E-03             NoValue            NoValue
              932.508E-03          1.40465E+03       -1.40412E+03      -55.1126E-03             NoValue            NoValue
              933.753E-03          1.4045E+03        -1.40429E+03      -55.1126E-03             NoValue            NoValue
              935.022E-03          1.40433E+03       -1.40445E+03      -55.1126E-03        38.7006            17.0757E-06 
              936.266E-03          1.40415E+03       -1.40458E+03      -55.1126E-03             NoValue            NoValue
              937.51E-03           1.40396E+03       -1.4047E+03       -55.1126E-03             NoValue            NoValue
              938.755E-03          1.40376E+03       -1.40479E+03      -55.1126E-03             NoValue            NoValue
              940.024E-03          1.40357E+03       -1.40486E+03      -55.1126E-03        38.7006            15.9218E-06 
              941.268E-03          1.40338E+03       -1.40489E+03      -55.1126E-03             NoValue            NoValue
              942.513E-03          1.40319E+03       -1.4049E+03       -55.1126E-03             NoValue            NoValue
              943.757E-03          1.40302E+03       -1.40488E+03      -55.1126E-03             NoValue            NoValue
              945.001E-03          1.40286E+03       -1.40485E+03      -55.1126E-03        38.7006            11.2574E-06 
              946.271E-03          1.40271E+03       -1.4048E+03       -55.1126E-03             NoValue            NoValue
              947.515E-03          1.40258E+03       -1.40475E+03      -55.1126E-03             NoValue            NoValue
              948.759E-03          1.40247E+03       -1.4047E+03       -55.1126E-03             NoValue            NoValue
              950.003E-03          1.40238E+03       -1.40465E+03      -55.1126E-03        38.7006             4.12865E-06
              951.273E-03          1.40231E+03       -1.40462E+03      -55.1126E-03             NoValue            NoValue
              952.517E-03          1.40226E+03       -1.40459E+03      -55.1126E-03             NoValue            NoValue
              953.761E-03          1.40223E+03       -1.40458E+03      -55.1126E-03             NoValue            NoValue
              955.005E-03          1.40222E+03       -1.40458E+03      -55.1126E-03        38.7006            41.3421E-09 
              956.275E-03          1.40223E+03       -1.40459E+03      -55.1126E-03             NoValue            NoValue
              957.519E-03          1.40226E+03       -1.40462E+03      -55.1126E-03             NoValue            NoValue
              958.763E-03          1.40231E+03       -1.40466E+03      -55.1126E-03             NoValue            NoValue
              960.007E-03          1.40238E+03       -1.4047E+03       -55.1126E-03        38.7006             3.15559E-06
              961.252E-03          1.40247E+03       -1.40475E+03      -55.1126E-03             NoValue            NoValue
              962.521E-03          1.40257E+03       -1.40481E+03      -55.1126E-03             NoValue            NoValue
              963.765E-03          1.40269E+03       -1.40485E+03      -55.1126E-03             NoValue            NoValue
              965.01E-03           1.40282E+03       -1.4049E+03       -55.1126E-03        38.7006             9.96194E-06
              966.254E-03          1.40296E+03       -1.40493E+03      -55.1126E-03             NoValue            NoValue
              967.523E-03          1.40312E+03       -1.40494E+03      -55.1126E-03             NoValue            NoValue
              968.768E-03          1.40328E+03       -1.40493E+03      -55.1126E-03             NoValue            NoValue
              970.012E-03          1.40346E+03       -1.40489E+03      -55.1126E-03        38.7006            14.9309E-06 
              971.256E-03          1.40363E+03       -1.40484E+03      -55.1126E-03             NoValue            NoValue
              972.5E-03            1.40381E+03       -1.40476E+03      -55.1126E-03             NoValue            NoValue
              973.77E-03           1.404E+03         -1.40466E+03      -55.1126E-03             NoValue            NoValue
              975.014E-03          1.40418E+03       -1.40454E+03      -55.1126E-03        38.7006            16.8248E-06 
              976.258E-03          1.40435E+03       -1.4044E+03       -55.1126E-03             NoValue            NoValue
              977.502E-03          1.40451E+03       -1.40425E+03      -55.1126E-03             NoValue            NoValue
              978.772E-03          1.40465E+03       -1.40408E+03      -55.1126E-03             NoValue            NoValue
              980.016E-03          1.40477E+03       -1.40389E+03      -55.1126E-03        38.7006            16.1684E-06 
              981.26E-03           1.40486E+03       -1.4037E+03       -55.1126E-03             NoValue            NoValue
              982.504E-03          1.40493E+03       -1.40351E+03      -55.1126E-03             NoValue            NoValue
              983.774E-03          1.40497E+03       -1.40331E+03      -55.1126E-03             NoValue            NoValue
              985.018E-03          1.40499E+03       -1.40313E+03      -55.1126E-03        38.7006            12.7127E-06 
              986.262E-03          1.40498E+03       -1.40295E+03      -55.1126E-03             NoValue            NoValue
              987.507E-03          1.40496E+03       -1.40279E+03      -55.1126E-03             NoValue            NoValue
              988.751E-03          1.40491E+03       -1.40266E+03      -55.1126E-03             NoValue            NoValue
              990.02E-03           1.40486E+03       -1.40253E+03      -55.1126E-03        38.7006             6.56629E-06
              991.264E-03          1.4048E+03        -1.40243E+03      -55.1126E-03             NoValue            NoValue
              992.509E-03          1.40473E+03       -1.40235E+03      -55.1126E-03             NoValue            NoValue
              993.753E-03          1.40467E+03       -1.40229E+03      -55.1126E-03             NoValue            NoValue
              995.022E-03          1.40462E+03       -1.40225E+03      -55.1126E-03        38.7006           884.135E-09  
              996.267E-03          1.40459E+03       -1.40222E+03      -55.1126E-03             NoValue            NoValue
              997.511E-03          1.40457E+03       -1.40222E+03      -55.1126E-03             NoValue            NoValue
              998.755E-03          1.40456E+03       -1.40224E+03      -55.1126E-03             NoValue            NoValue
                1.                 1.40458E+03       -1.40228E+03      -55.1126E-03        38.7006             1.09891E-06




