
                             RF1_thin_desl_1e4  RF1_thin_desl_1e4  U1_thin_desl_1e4_
              651.251E-03        627.606           -627.616             20.679E-03  
              652.503E-03        629.19            -629.199             20.7314E-03 
              653.751E-03        630.764           -630.772             20.7832E-03 
              655.003E-03        632.336           -632.347             20.8349E-03 
              656.252E-03        633.899           -633.91              20.8864E-03 
              657.5E-03          635.458           -635.466             20.938E-03  
              658.752E-03        637.014           -637.024             20.9891E-03 
              660.001E-03        638.56            -638.571             21.04E-03   
              661.253E-03        640.106           -640.116             21.0911E-03 
              662.501E-03        641.643           -641.65              21.1418E-03 
              663.753E-03        643.176           -643.186             21.1921E-03 
              665.001E-03        644.7             -644.711             21.2424E-03 
              666.253E-03        646.224           -646.232             21.2928E-03 
              667.502E-03        647.738           -647.746             21.3425E-03 
              668.75E-03         649.243           -649.255             21.3921E-03 
              670.002E-03        650.75            -650.76              21.4418E-03 
              671.25E-03         652.247           -652.255             21.4913E-03 
              672.502E-03        653.741           -653.751             21.5403E-03 
              673.751E-03        655.223           -655.236             21.5893E-03 
              675.003E-03        656.708           -656.717             21.6383E-03 
              676.251E-03        658.182           -658.189             21.6867E-03 
              677.503E-03        659.65            -659.661             21.7351E-03 
              678.751E-03        661.11            -661.123             21.7834E-03 
              680.003E-03        662.571           -662.579             21.8315E-03 
              681.252E-03        664.02            -664.028             21.8791E-03 
              682.5E-03          665.46            -665.474             21.9267E-03 
              683.752E-03        666.902           -666.914             21.9743E-03 
              685.001E-03        668.335           -668.342             22.0213E-03 
              686.253E-03        669.762           -669.772             22.0684E-03 
              687.501E-03        671.178           -671.192             22.1153E-03 
              688.753E-03        672.596           -672.606             22.1618E-03 
              690.001E-03        674.003           -674.011             22.2081E-03 
              691.253E-03        675.405           -675.416             22.2545E-03 
              692.502E-03        676.798           -676.811             22.3004E-03 
              693.75E-03         678.187           -678.196             22.346E-03  
              695.002E-03        679.572           -679.581             22.3918E-03 
              696.25E-03         680.944           -680.957             22.4371E-03 
              697.502E-03        682.317           -682.329             22.4822E-03 
              698.751E-03        683.68            -683.688             22.5271E-03 
              700.003E-03        685.038           -685.048             22.572E-03  
              701.251E-03        686.385           -686.398             22.6163E-03 
              702.503E-03        687.733           -687.744             22.6607E-03 
              703.752E-03        689.07            -689.079             22.7049E-03 
              705.003E-03        690.401           -690.413             22.7487E-03 
              706.252E-03        691.723           -691.736             22.7923E-03 
              707.5E-03          693.041           -693.052             22.8358E-03 
              708.752E-03        694.355           -694.365             22.8789E-03 
              710.001E-03        695.656           -695.669             22.9219E-03 
              711.253E-03        696.957           -696.969             22.965E-03  
              712.501E-03        698.248           -698.257             23.0073E-03 
              713.753E-03        699.534           -699.545             23.0497E-03 
              715.001E-03        700.809           -700.823             23.0919E-03 
              716.253E-03        702.083           -702.094             23.1337E-03 
              717.502E-03        703.348           -703.357             23.1754E-03 
              718.75E-03         704.602           -704.615             23.2169E-03 
              720.002E-03        705.854           -705.868             23.258E-03  
              721.25E-03         707.099           -707.108             23.2991E-03 
              722.502E-03        708.338           -708.348             23.34E-03   
              723.751E-03        709.565           -709.579             23.3804E-03 
              725.003E-03        710.791           -710.803             23.4208E-03 
              726.251E-03        712.008           -712.017             23.461E-03  
              727.503E-03        713.218           -713.23              23.5007E-03 
              728.752E-03        714.418           -714.433             23.5404E-03 
              730.003E-03        715.617           -715.629             23.5799E-03 
              731.252E-03        716.807           -716.816             23.6189E-03 
              732.5E-03          717.985           -717.997             23.658E-03  
              733.752E-03        719.162           -719.176             23.6968E-03 
              735.001E-03        720.329           -720.34              23.7351E-03 
              736.253E-03        721.493           -721.502             23.7736E-03 
              737.501E-03        722.643           -722.657             23.8115E-03 
              738.753E-03        723.793           -723.805             23.8493E-03 
              740.001E-03        724.931           -724.941             23.887E-03  
              741.253E-03        726.066           -726.078             23.9243E-03 
              742.502E-03        727.188           -727.202             23.9613E-03 
              743.75E-03         728.307           -728.319             23.9983E-03 
              745.002E-03        729.42            -729.43              24.0348E-03 
              746.25E-03         730.522           -730.535             24.0712E-03 
              747.502E-03        731.62            -731.634             24.1075E-03 
              748.751E-03        732.71            -732.722             24.1432E-03 
              750.003E-03        733.794           -733.805             24.1791E-03 
              751.251E-03        734.867           -734.881             24.2145E-03 
              752.503E-03        735.937           -735.95              24.2496E-03 
              753.752E-03        736.999           -737.009             24.2847E-03 
              755.E-03           738.05            -738.062             24.3194E-03 
              756.252E-03        739.097           -739.112             24.3538E-03 
              757.5E-03          740.136           -740.148             24.3882E-03 
              758.752E-03        741.171           -741.18              24.4222E-03 
              760.001E-03        742.193           -742.206             24.4559E-03 
              761.253E-03        743.211           -743.226             24.4897E-03 
              762.501E-03        744.222           -744.232             24.5228E-03 
              763.753E-03        745.227           -745.237             24.5559E-03 
              765.001E-03        746.218           -746.233             24.5887E-03 
              766.253E-03        747.209           -747.222             24.6212E-03 
              767.502E-03        748.191           -748.2               24.6537E-03 
              768.75E-03         749.162           -749.173             24.6856E-03 
              770.002E-03        750.128           -750.143             24.7175E-03 
              771.251E-03        751.087           -751.099             24.7493E-03 
              772.503E-03        752.042           -752.051             24.7805E-03 
              773.751E-03        752.982           -752.996             24.8116E-03 
              775.003E-03        753.919           -753.935             24.8427E-03 
              776.251E-03        754.85            -754.86              24.8732E-03 
              777.503E-03        755.774           -755.784             24.9036E-03 
              778.752E-03        756.684           -756.701             24.9338E-03 
              780.E-03           757.592           -757.606             24.9636E-03 
              781.252E-03        758.496           -758.504             24.9934E-03 
              782.5E-03          759.385           -759.398             25.0227E-03 
              783.752E-03        760.269           -760.286             25.0519E-03 
              785.001E-03        761.15            -761.16              25.081E-03  
              786.253E-03        762.022           -762.031             25.1096E-03 
              787.501E-03        762.881           -762.897             25.138E-03  
              788.753E-03        763.737           -763.753             25.1664E-03 
              790.001E-03        764.589           -764.597             25.1942E-03 
              791.253E-03        765.429           -765.44              25.222E-03  
              792.502E-03        766.258           -766.277             25.2495E-03 
              793.75E-03         767.086           -767.098             25.2766E-03 
              795.002E-03        767.909           -767.915             25.3038E-03 
              796.251E-03        768.715           -768.729             25.3304E-03 
              797.503E-03        769.518           -769.537             25.3569E-03 
              798.751E-03        770.319           -770.328             25.3833E-03 
              800.003E-03        771.11            -771.117             25.4092E-03 
              801.251E-03        771.886           -771.903             25.435E-03  
              802.503E-03        772.662           -772.679             25.4606E-03 
              803.752E-03        773.433           -773.44              25.4858E-03 
              805.E-03           774.191           -774.2               25.5109E-03 
              806.252E-03        774.939           -774.958             25.5357E-03 
              807.5E-03          775.686           -775.7               25.5602E-03 
              808.752E-03        776.429           -776.434             25.5847E-03 
              810.001E-03        777.155           -777.167             25.6086E-03 
              811.253E-03        777.876           -777.895             25.6325E-03 
              812.501E-03        778.595           -778.605             25.6562E-03 
              813.753E-03        779.307           -779.314             25.6794E-03 
              815.001E-03        780.002           -780.018             25.7026E-03 
              816.253E-03        780.697           -780.713             25.7256E-03 
              817.502E-03        781.387           -781.394             25.748E-03  
              818.75E-03         782.065           -782.074             25.7706E-03 
              820.002E-03        782.733           -782.751             25.7927E-03 
              821.251E-03        783.399           -783.413             25.8145E-03 
              822.503E-03        784.061           -784.067             25.8364E-03 
              823.751E-03        784.709           -784.72              25.8577E-03 
              825.003E-03        785.349           -785.368             25.8789E-03 
              826.251E-03        785.988           -785.999             25.9001E-03 
              827.503E-03        786.619           -786.627             25.9206E-03 
              828.752E-03        787.237           -787.251             25.9411E-03 
              830.E-03           787.849           -787.867             25.9615E-03 
              831.252E-03        788.461           -788.47              25.9814E-03 
              832.5E-03          789.061           -789.07              26.0012E-03 
              833.752E-03        789.651           -789.666             26.0209E-03 
              835.001E-03        790.238           -790.252             26.0401E-03 
              836.253E-03        790.819           -790.828             26.0592E-03 
              837.501E-03        791.39            -791.4               26.0781E-03 
              838.753E-03        791.953           -791.967             26.0966E-03 
              840.002E-03        792.512           -792.525             26.1152E-03 
              841.253E-03        793.065           -793.074             26.1333E-03 
              842.502E-03        793.606           -793.619             26.1511E-03 
              843.75E-03         794.141           -794.154             26.169E-03  
              845.002E-03        794.673           -794.684             26.1863E-03 
              846.251E-03        795.196           -795.206             26.2035E-03 
              847.503E-03        795.71            -795.724             26.2208E-03 
              848.751E-03        796.219           -796.231             26.2373E-03 
              850.003E-03        796.723           -796.733             26.2539E-03 
              851.251E-03        797.217           -797.229             26.2704E-03 
              852.503E-03        797.705           -797.719             26.2864E-03 
              853.752E-03        798.188           -798.198             26.3022E-03 
              855.E-03           798.662           -798.671             26.3181E-03 
              856.252E-03        799.13            -799.143             26.3333E-03 
              857.5E-03          799.59            -799.604             26.3486E-03 
              858.752E-03        800.048           -800.057             26.3638E-03 
              860.001E-03        800.494           -800.504             26.3783E-03 
              861.253E-03        800.935           -800.948             26.3929E-03 
              862.501E-03        801.369           -801.381             26.4075E-03 
              863.753E-03        801.8             -801.807             26.4213E-03 
              865.002E-03        802.219           -802.229             26.4352E-03 
              866.25E-03         802.632           -802.647             26.4491E-03 
              867.502E-03        803.043           -803.053             26.4624E-03 
              868.75E-03         803.446           -803.453             26.4757E-03 
              870.002E-03        803.839           -803.851             26.4889E-03 
              871.251E-03        804.227           -804.242             26.5016E-03 
              872.503E-03        804.613           -804.622             26.5141E-03 
              873.751E-03        804.989           -804.997             26.5267E-03 
              875.003E-03        805.357           -805.37              26.5389E-03 
              876.251E-03        805.721           -805.733             26.5508E-03 
              877.503E-03        806.081           -806.09              26.5627E-03 
              878.752E-03        806.431           -806.441             26.5743E-03 
              880.E-03           806.773           -806.786             26.5855E-03 
              881.252E-03        807.114           -807.124             26.5968E-03 
              882.501E-03        807.448           -807.456             26.6079E-03 
              883.752E-03        807.774           -807.785             26.6185E-03 
              885.001E-03        808.093           -808.105             26.6291E-03 
              886.253E-03        808.409           -808.419             26.6397E-03 
              887.501E-03        808.718           -808.726             26.6497E-03 
              888.753E-03        809.021           -809.03              26.6596E-03 
              890.002E-03        809.316           -809.328             26.6695E-03 
              891.25E-03         809.608           -809.617             26.6791E-03 
              892.502E-03        809.893           -809.902             26.6884E-03 
              893.75E-03         810.171           -810.182             26.6976E-03 
              895.002E-03        810.445           -810.456             26.7069E-03 
              896.251E-03        810.714           -810.722             26.7155E-03 
              897.503E-03        810.977           -810.985             26.7241E-03 
              898.751E-03        811.231           -811.243             26.7327E-03 
              900.003E-03        811.483           -811.493             26.741E-03  
              901.251E-03        811.729           -811.736             26.749E-03  
              902.503E-03        811.969           -811.978             26.757E-03  
              903.752E-03        812.203           -812.214             26.7649E-03 
              905.E-03           812.433           -812.442             26.7723E-03 
              906.252E-03        812.657           -812.665             26.7796E-03 
              907.501E-03        812.874           -812.884             26.7869E-03 
              908.753E-03        813.087           -813.097             26.7942E-03 
              910.001E-03        813.297           -813.304             26.8008E-03 
              911.253E-03        813.501           -813.508             26.8075E-03 
              912.501E-03        813.696           -813.707             26.8141E-03 
              913.753E-03        813.889           -813.899             26.8207E-03 
              915.002E-03        814.078           -814.084             26.8266E-03 
              916.25E-03         814.26            -814.267             26.8326E-03 
              917.502E-03        814.438           -814.448             26.8385E-03 
              918.75E-03         814.613           -814.62              26.8445E-03 
              920.002E-03        814.781           -814.787             26.8498E-03 
              921.251E-03        814.942           -814.952             26.8551E-03 
              922.503E-03        815.101           -815.109             26.8605E-03 
              923.751E-03        815.257           -815.262             26.8657E-03 
              925.003E-03        815.407           -815.412             26.8706E-03 
              926.251E-03        815.551           -815.561             26.8752E-03 
              927.503E-03        815.693           -815.701             26.8799E-03 
              928.752E-03        815.83            -815.836             26.8845E-03 
              930.E-03           815.959           -815.967             26.8891E-03 
              931.252E-03        816.085           -816.094             26.8931E-03 
              932.501E-03        816.21            -816.215             26.897E-03  
              933.753E-03        816.331           -816.335             26.901E-03  
              935.001E-03        816.445           -816.453             26.905E-03  
              936.253E-03        816.557           -816.566             26.9087E-03 
              937.501E-03        816.666           -816.672             26.912E-03  
              938.753E-03        816.767           -816.774             26.9153E-03 
              940.002E-03        816.864           -816.872             26.9187E-03 
              941.25E-03         816.959           -816.965             26.922E-03  
              942.502E-03        817.051           -817.055             26.9253E-03 
              943.75E-03         817.139           -817.145             26.9279E-03 
              945.002E-03        817.225           -817.231             26.9306E-03 
              946.251E-03        817.308           -817.313             26.9332E-03 
              947.503E-03        817.387           -817.392             26.9358E-03 
              948.751E-03        817.459           -817.467             26.9385E-03 
              950.003E-03        817.528           -817.534             26.9409E-03 
              951.252E-03        817.594           -817.598             26.9429E-03 
              952.503E-03        817.656           -817.661             26.9449E-03 
              953.752E-03        817.716           -817.722             26.9469E-03 
              955.E-03           817.774           -817.78              26.9489E-03 
              956.252E-03        817.833           -817.836             26.9508E-03 
              957.501E-03        817.887           -817.891             26.9528E-03 
              958.753E-03        817.938           -817.945             26.9543E-03 
              960.001E-03        817.986           -817.991             26.9556E-03 
              961.253E-03        818.03            -818.033             26.957E-03  
              962.501E-03        818.067           -818.073             26.9582E-03 
              963.753E-03        818.102           -818.107             26.9596E-03 
              965.002E-03        818.136           -818.139             26.9609E-03 
              966.25E-03         818.167           -818.17              26.9623E-03 
              967.502E-03        818.197           -818.201             26.9636E-03 
              968.75E-03         818.226           -818.23              26.9643E-03 
              970.002E-03        818.255           -818.258             26.965E-03  
              971.251E-03        818.283           -818.285             26.9656E-03 
              972.503E-03        818.308           -818.311             26.9663E-03 
              973.751E-03        818.332           -818.336             26.967E-03  
              975.003E-03        818.354           -818.358             26.9676E-03 
              976.252E-03        818.375           -818.377             26.9683E-03 
              977.503E-03        818.39            -818.394             26.969E-03  
              978.752E-03        818.404           -818.407             26.9696E-03 
              980.E-03           818.416           -818.417             26.9702E-03 
              981.252E-03        818.422           -818.426             26.9709E-03 
              982.501E-03        818.428           -818.431             26.9711E-03 
              983.753E-03        818.434           -818.434             26.9711E-03 
              985.001E-03        818.436           -818.438             26.9711E-03 
              986.253E-03        818.438           -818.441             26.9711E-03 
              987.501E-03        818.439           -818.442             26.9711E-03 
              988.753E-03        818.441           -818.442             26.9711E-03 
              990.002E-03        818.442           -818.443             26.9711E-03 
              991.25E-03         818.442           -818.443             26.9711E-03 
              992.502E-03        818.442           -818.444             26.9711E-03 
              993.75E-03         818.442           -818.444             26.9711E-03 
              995.002E-03        818.442           -818.444             26.9711E-03 
              996.251E-03        818.443           -818.443             26.9711E-03 
              997.503E-03        818.443           -818.443             26.9711E-03 
              998.751E-03        818.443           -818.442             26.9711E-03 
                1.               818.442           -818.442             26.9711E-03 




