
                             RF1_thick_desl_1e  RF1_thick_desl_1e  U1_thick_desl_1e5
              648.751E-03        635.091           -635.208             26.9623E-03 
              650.003E-03        636.709           -636.827             27.0312E-03 
              651.254E-03        638.321           -638.441             27.0997E-03 
              652.506E-03        639.929           -640.05              27.168E-03  
              653.758E-03        641.531           -641.653             27.2362E-03 
              655.009E-03        643.128           -643.25              27.3041E-03 
              656.251E-03        644.707           -644.829             27.3712E-03 
              657.503E-03        646.293           -646.415             27.4386E-03 
              658.754E-03        647.874           -647.995             27.5058E-03 
              660.006E-03        649.448           -649.57              27.5727E-03 
              661.258E-03        651.017           -651.14              27.6394E-03 
              662.509E-03        652.58            -652.704             27.7059E-03 
              663.751E-03        654.125           -654.25              27.7716E-03 
              665.003E-03        655.677           -655.803             27.8376E-03 
              666.255E-03        657.222           -657.351             27.9033E-03 
              667.506E-03        658.762           -658.892             27.9689E-03 
              668.758E-03        660.296           -660.427             28.0341E-03 
              670.01E-03         661.825           -661.956             28.0991E-03 
              671.251E-03        663.336           -663.468             28.1633E-03 
              672.503E-03        664.853           -664.985             28.2278E-03 
              673.755E-03        666.365           -666.496             28.2921E-03 
              675.006E-03        667.87            -668.001             28.3561E-03 
              676.258E-03        669.369           -669.501             28.4198E-03 
              677.51E-03         670.862           -670.994             28.4833E-03 
              678.751E-03        672.337           -672.47              28.546E-03  
              680.003E-03        673.817           -673.952             28.609E-03  
              681.255E-03        675.292           -675.427             28.6717E-03 
              682.507E-03        676.76            -676.897             28.7341E-03 
              683.758E-03        678.222           -678.36              28.7964E-03 
              685.01E-03         679.678           -679.817             28.8582E-03 
              686.252E-03        681.116           -681.256             28.9194E-03 
              687.503E-03        682.56            -682.7               28.9808E-03 
              688.755E-03        683.997           -684.138             29.0419E-03 
              690.007E-03        685.429           -685.569             29.1028E-03 
              691.258E-03        686.854           -686.994             29.1634E-03 
              692.5E-03          688.261           -688.401             29.2232E-03 
              693.752E-03        689.673           -689.813             29.2833E-03 
              695.004E-03        691.078           -691.219             29.343E-03  
              696.255E-03        692.477           -692.619             29.4025E-03 
              697.507E-03        693.869           -694.012             29.4617E-03 
              698.759E-03        695.255           -695.4               29.5207E-03 
              700.E-03           696.623           -696.769             29.5789E-03 
              701.252E-03        697.995           -698.142             29.6373E-03 
              702.504E-03        699.361           -699.509             29.6953E-03 
              703.755E-03        700.721           -700.869             29.7532E-03 
              705.007E-03        702.074           -702.222             29.8107E-03 
              706.259E-03        703.421           -703.568             29.868E-03  
              707.5E-03          704.75            -704.898             29.9245E-03 
              708.752E-03        706.083           -706.231             29.9812E-03 
              710.004E-03        707.41            -707.557             30.0376E-03 
              711.256E-03        708.729           -708.877             30.0937E-03 
              712.507E-03        710.041           -710.189             30.1495E-03 
              713.759E-03        711.347           -711.497             30.2051E-03 
              715.001E-03        712.635           -712.786             30.2599E-03 
              716.252E-03        713.927           -714.079             30.3149E-03 
              717.504E-03        715.212           -715.365             30.3695E-03 
              718.756E-03        716.49            -716.644             30.4239E-03 
              720.007E-03        717.761           -717.916             30.478E-03  
              721.259E-03        719.026           -719.181             30.5318E-03 
              722.501E-03        720.274           -720.428             30.5848E-03 
              723.753E-03        721.525           -721.679             30.638E-03  
              725.004E-03        722.769           -722.923             30.691E-03  
              726.256E-03        724.006           -724.16              30.7436E-03 
              727.508E-03        725.235           -725.389             30.7958E-03 
              728.759E-03        726.457           -726.612             30.8479E-03 
              730.001E-03        727.664           -727.818             30.8992E-03 
              731.253E-03        728.871           -729.028             30.9506E-03 
              732.504E-03        730.072           -730.229             31.0016E-03 
              733.756E-03        731.266           -731.424             31.0525E-03 
              735.008E-03        732.453           -732.612             31.103E-03  
              736.259E-03        733.632           -733.792             31.1532E-03 
              737.501E-03        734.796           -734.956             31.2027E-03 
              738.753E-03        735.962           -736.121             31.2523E-03 
              740.005E-03        737.12            -737.28              31.3015E-03 
              741.256E-03        738.272           -738.431             31.3505E-03 
              742.508E-03        739.416           -739.575             31.3992E-03 
              743.76E-03         740.552           -740.711             31.4476E-03 
              745.001E-03        741.673           -741.831             31.4952E-03 
              746.253E-03        742.794           -742.955             31.543E-03  
              747.505E-03        743.909           -744.069             31.5904E-03 
              748.756E-03        745.016           -745.178             31.6375E-03 
              750.008E-03        746.116           -746.279             31.6843E-03 
              751.26E-03         747.209           -747.372             31.7308E-03 
              752.501E-03        748.285           -748.449             31.7767E-03 
              753.753E-03        749.363           -749.527             31.8225E-03 
              755.005E-03        750.435           -750.597             31.868E-03  
              756.257E-03        751.498           -751.661             31.9133E-03 
              757.508E-03        752.555           -752.717             31.9583E-03 
              758.76E-03         753.603           -753.765             32.0029E-03 
              760.002E-03        754.636           -754.799             32.0468E-03 
              761.253E-03        755.67            -755.832             32.0908E-03 
              762.505E-03        756.696           -756.859             32.1345E-03 
              763.757E-03        757.715           -757.879             32.1779E-03 
              765.008E-03        758.727           -758.891             32.2209E-03 
              766.25E-03         759.722           -759.888             32.2633E-03 
              767.502E-03        760.718           -760.885             32.3057E-03 
              768.754E-03        761.708           -761.873             32.3479E-03 
              770.005E-03        762.689           -762.855             32.3896E-03 
              771.257E-03        763.664           -763.83              32.4311E-03 
              772.509E-03        764.631           -764.796             32.4722E-03 
              773.75E-03         765.583           -765.747             32.5127E-03 
              775.002E-03        766.535           -766.699             32.5532E-03 
              776.254E-03        767.479           -767.643             32.5935E-03 
              777.505E-03        768.416           -768.58              32.6333E-03 
              778.757E-03        769.346           -769.51              32.6729E-03 
              780.009E-03        770.267           -770.432             32.7122E-03 
              781.25E-03         771.173           -771.339             32.7508E-03 
              782.502E-03        772.08            -772.247             32.7893E-03 
              783.754E-03        772.979           -773.146             32.8276E-03 
              785.006E-03        773.871           -774.038             32.8655E-03 
              786.257E-03        774.755           -774.922             32.9032E-03 
              787.509E-03        775.632           -775.799             32.9406E-03 
              788.751E-03        776.495           -776.66              32.9773E-03 
              790.002E-03        777.357           -777.522             33.0139E-03 
              791.254E-03        778.211           -778.376             33.0503E-03 
              792.506E-03        779.058           -779.223             33.0863E-03 
              793.757E-03        779.897           -780.061             33.1221E-03 
              795.009E-03        780.728           -780.893             33.1575E-03 
              796.251E-03        781.546           -781.711             33.1923E-03 
              797.503E-03        782.362           -782.528             33.227E-03  
              798.754E-03        783.171           -783.337             33.2615E-03 
              800.006E-03        783.973           -784.139             33.2956E-03 
              801.258E-03        784.767           -784.933             33.3295E-03 
              802.509E-03        785.553           -785.72              33.3629E-03 
              803.751E-03        786.326           -786.492             33.3958E-03 
              805.003E-03        787.098           -787.264             33.4287E-03 
              806.254E-03        787.863           -788.027             33.4613E-03 
              807.506E-03        788.62            -788.784             33.4935E-03 
              808.758E-03        789.369           -789.533             33.5254E-03 
              810.009E-03        790.111           -790.275             33.557E-03  
              811.251E-03        790.839           -791.002             33.588E-03  
              812.503E-03        791.566           -791.729             33.6189E-03 
              813.755E-03        792.286           -792.449             33.6496E-03 
              815.006E-03        792.997           -793.161             33.68E-03   
              816.258E-03        793.702           -793.866             33.71E-03   
              817.51E-03         794.399           -794.563             33.7396E-03 
              818.751E-03        795.083           -795.247             33.7688E-03 
              820.003E-03        795.766           -795.929             33.7978E-03 
              821.255E-03        796.441           -796.604             33.8266E-03 
              822.506E-03        797.109           -797.271             33.855E-03  
              823.758E-03        797.769           -797.931             33.8832E-03 
              825.01E-03         798.423           -798.584             33.911E-03  
              826.252E-03        799.064           -799.224             33.9383E-03 
              827.503E-03        799.702           -799.862             33.9655E-03 
              828.755E-03        800.333           -800.493             33.9923E-03 
              830.007E-03        800.956           -801.116             34.019E-03  
              831.258E-03        801.573           -801.733             34.0452E-03 
              832.5E-03          802.177           -802.337             34.071E-03  
              833.752E-03        802.779           -802.939             34.0967E-03 
              835.003E-03        803.374           -803.534             34.122E-03  
              836.255E-03        803.961           -804.121             34.147E-03  
              837.507E-03        804.542           -804.7               34.1718E-03 
              838.758E-03        805.115           -805.273             34.1961E-03 
              840.E-03           805.677           -805.835             34.22E-03   
              841.252E-03        806.236           -806.393             34.2439E-03 
              842.504E-03        806.788           -806.944             34.2674E-03 
              843.755E-03        807.333           -807.489             34.2906E-03 
              845.007E-03        807.871           -808.026             34.3136E-03 
              846.259E-03        808.401           -808.556             34.3362E-03 
              847.5E-03          808.92            -809.075             34.3583E-03 
              848.752E-03        809.437           -809.591             34.3804E-03 
              850.004E-03        809.946           -810.101             34.4021E-03 
              851.255E-03        810.449           -810.603             34.4235E-03 
              852.507E-03        810.945           -811.098             34.4446E-03 
              853.759E-03        811.434           -811.586             34.4655E-03 
              855.E-03           811.912           -812.064             34.4858E-03 
              856.252E-03        812.387           -812.538             34.5061E-03 
              857.504E-03        812.855           -813.005             34.5261E-03 
              858.756E-03        813.317           -813.466             34.5457E-03 
              860.007E-03        813.772           -813.92              34.5651E-03 
              861.259E-03        814.219           -814.368             34.5842E-03 
              862.501E-03        814.657           -814.804             34.6029E-03 
              863.752E-03        815.091           -815.238             34.6213E-03 
              865.004E-03        815.518           -815.665             34.6396E-03 
              866.256E-03        815.939           -816.086             34.6575E-03 
              867.507E-03        816.354           -816.5               34.6752E-03 
              868.759E-03        816.762           -816.907             34.6926E-03 
              870.001E-03        817.16            -817.305             34.7096E-03 
              871.253E-03        817.555           -817.699             34.7264E-03 
              872.504E-03        817.942           -818.086             34.7431E-03 
              873.756E-03        818.325           -818.467             34.7593E-03 
              875.008E-03        818.701           -818.841             34.7753E-03 
              876.259E-03        819.069           -819.209             34.791E-03  
              877.501E-03        819.429           -819.568             34.8064E-03 
              878.753E-03        819.786           -819.924             34.8216E-03 
              880.004E-03        820.135           -820.273             34.8365E-03 
              881.256E-03        820.479           -820.616             34.8511E-03 
              882.508E-03        820.816           -820.954             34.8656E-03 
              883.76E-03         821.148           -821.284             34.8797E-03 
              885.001E-03        821.47            -821.606             34.8935E-03 
              886.253E-03        821.789           -821.924             34.9071E-03 
              887.505E-03        822.102           -822.236             34.9205E-03 
              888.756E-03        822.41            -822.542             34.9336E-03 
              890.008E-03        822.711           -822.842             34.9464E-03 
              891.26E-03         823.006           -823.136             34.959E-03  
              892.501E-03        823.293           -823.421             34.9712E-03 
              893.753E-03        823.577           -823.704             34.9834E-03 
              895.005E-03        823.854           -823.981             34.9951E-03 
              896.256E-03        824.125           -824.252             35.0068E-03 
              897.508E-03        824.391           -824.517             35.0181E-03 
              898.76E-03         824.651           -824.776             35.0292E-03 
              900.002E-03        824.903           -825.027             35.04E-03   
              901.253E-03        825.152           -825.276             35.0506E-03 
              902.505E-03        825.396           -825.518             35.0611E-03 
              903.757E-03        825.634           -825.755             35.0711E-03 
              905.008E-03        825.866           -825.986             35.0811E-03 
              906.25E-03         826.092           -826.21              35.0907E-03 
              907.502E-03        826.313           -826.43              35.1002E-03 
              908.753E-03        826.529           -826.645             35.1095E-03 
              910.005E-03        826.741           -826.855             35.1184E-03 
              911.257E-03        826.946           -827.06              35.1272E-03 
              912.508E-03        827.147           -827.26              35.1358E-03 
              913.75E-03         827.34            -827.453             35.1441E-03 
              915.002E-03        827.531           -827.642             35.1522E-03 
              916.254E-03        827.716           -827.826             35.1601E-03 
              917.505E-03        827.896           -828.006             35.1679E-03 
              918.757E-03        828.072           -828.18              35.1753E-03 
              920.009E-03        828.243           -828.349             35.1827E-03 
              921.25E-03         828.408           -828.513             35.1896E-03 
              922.502E-03        828.569           -828.673             35.1965E-03 
              923.754E-03        828.725           -828.827             35.2032E-03 
              925.005E-03        828.877           -828.977             35.2097E-03 
              926.257E-03        829.024           -829.123             35.216E-03  
              927.509E-03        829.167           -829.265             35.2221E-03 
              928.75E-03         829.304           -829.4               35.228E-03  
              930.002E-03        829.437           -829.533             35.2337E-03 
              931.254E-03        829.566           -829.662             35.2392E-03 
              932.506E-03        829.691           -829.785             35.2445E-03 
              933.757E-03        829.811           -829.904             35.2497E-03 
              935.009E-03        829.928           -830.02              35.2547E-03 
              936.251E-03        830.04            -830.13              35.2595E-03 
              937.502E-03        830.149           -830.237             35.2642E-03 
              938.754E-03        830.254           -830.34              35.2686E-03 
              940.006E-03        830.354           -830.439             35.2729E-03 
              941.257E-03        830.451           -830.534             35.2771E-03 
              942.509E-03        830.544           -830.625             35.281E-03  
              943.751E-03        830.633           -830.713             35.2848E-03 
              945.003E-03        830.718           -830.797             35.2885E-03 
              946.254E-03        830.8             -830.878             35.292E-03  
              947.506E-03        830.878           -830.955             35.2953E-03 
              948.758E-03        830.952           -831.029             35.2986E-03 
              950.009E-03        831.024           -831.099             35.3016E-03 
              951.251E-03        831.092           -831.164             35.3045E-03 
              952.503E-03        831.157           -831.229             35.3073E-03 
              953.754E-03        831.22            -831.289             35.31E-03   
              955.006E-03        831.278           -831.345             35.3125E-03 
              956.258E-03        831.335           -831.4               35.3148E-03 
              957.51E-03         831.388           -831.451             35.3172E-03 
              958.751E-03        831.437           -831.498             35.3193E-03 
              960.003E-03        831.484           -831.544             35.3213E-03 
              961.255E-03        831.529           -831.587             35.3231E-03 
              962.506E-03        831.57            -831.627             35.325E-03  
              963.758E-03        831.609           -831.665             35.3265E-03 
              965.01E-03         831.645           -831.7               35.3282E-03 
              966.251E-03        831.679           -831.731             35.3296E-03 
              967.503E-03        831.711           -831.762             35.331E-03  
              968.755E-03        831.741           -831.791             35.3322E-03 
              970.006E-03        831.768           -831.816             35.3334E-03 
              971.258E-03        831.794           -831.838             35.3346E-03 
              972.51E-03         831.818           -831.86              35.3355E-03 
              973.752E-03        831.839           -831.88              35.3364E-03 
              975.003E-03        831.858           -831.897             35.3372E-03 
              976.255E-03        831.876           -831.912             35.3379E-03 
              977.507E-03        831.892           -831.927             35.3386E-03 
              978.758E-03        831.906           -831.94              35.3393E-03 
              980.E-03           831.918           -831.95              35.3398E-03 
              981.252E-03        831.93            -831.961             35.3403E-03 
              982.503E-03        831.94            -831.969             35.3407E-03 
              983.755E-03        831.948           -831.976             35.3411E-03 
              985.007E-03        831.956           -831.982             35.3413E-03 
              986.258E-03        831.964           -831.987             35.3416E-03 
              987.5E-03          831.969           -831.99              35.3418E-03 
              988.752E-03        831.973           -831.992             35.342E-03  
              990.004E-03        831.978           -831.993             35.3423E-03 
              991.255E-03        831.98            -831.993             35.3424E-03 
              992.507E-03        831.982           -831.993             35.3424E-03 
              993.759E-03        831.984           -831.994             35.3424E-03 
              995.E-03           831.986           -831.994             35.3424E-03 
              996.252E-03        831.987           -831.994             35.3424E-03 
              997.504E-03        831.988           -831.992             35.3424E-03 
              998.755E-03        831.988           -831.992             35.3424E-03 
                1.               831.989           -831.99              35.3424E-03 




