
                             RF1_forca_1e6_rsd  U1_forca_1e6_rsd_                                      
                  X           _meio_PrendeSet      meio_PuxaSet         forca ie           forca ke    
              990.02E-03           1.40268E+03      -55.0518E-03        38.5402           135.948E-06  
              991.264E-03          1.40286E+03      -55.0559E-03             NoValue            NoValue
              992.509E-03          1.40301E+03      -55.0595E-03             NoValue            NoValue
              993.753E-03          1.40315E+03      -55.0626E-03             NoValue            NoValue
              995.022E-03          1.40327E+03      -55.0652E-03        38.559             38.3978E-06 
              996.267E-03          1.40337E+03      -55.0672E-03             NoValue            NoValue
              997.511E-03          1.40344E+03      -55.0687E-03             NoValue            NoValue
              998.755E-03          1.4035E+03       -55.0697E-03             NoValue            NoValue
                1.                 1.40353E+03      -55.0702E-03        38.5659           339.738E-09  




